TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
g001124,11,남,30,8,1,1,3,2,,3,8,3,5,42,42150,50,50110,46,46130,7,1,1,7,1,7,7,1,서울특별시,충남,나홀로 여행,2023-06-06~2023-06-07,8,2,1,0
g007884,48,남,20,6,2,1,1,12,,1,,2,1,26,26500,11,11590,46,46130,4,1,1,4,4,4,5,4,경상남도,전남,2인 여행(가족 외),2023-09-01~2023-09-01,1,3,7,1
g007785,45,여,30,5,1,1,2,13,,1,1,3,6,11,11680,26,26710,29,29200,7,2,3,3,4,3,6,6,전라북도,광주,2인 가족 여행,2023-08-20~2023-08-20,1,3,2,1
g012764,36,여,30,4,1,1,5,12,,2,7,2,1,50,50130,30,30230,26,26350,1,1,1,3,6,6,2,6,세종특별자치시,대전,2인 여행(가족 외),2023-09-24~2023-09-24,7,5,3,1
g000581,11,여,40,6,1,2,5,13,,4,6,2,1,42,42210,50,50130,28,28710,1,1,4,4,4,4,1,4,서울특별시,충남,자녀 동반 여행,2023-05-21~2023-05-22,1,3,2,5
g008055,29,남,20,6,1,1,2,13,,1,3,3,3,46,46130,11,11230,46,46710,7,2,2,7,1,5,2,3,광주광역시,전남,2인 여행(가족 외),2023-08-23~2023-08-24,2,1,3,1
g012650,30,남,30,6,1,2,4,4,,4,6,2,2,44,44150,43,43110,11,11170,2,6,2,4,3,7,5,4,대전광역시,세종,자녀 동반 여행,2023-09-23~2023-09-23,3,8,1,3
g003212,43,남,40,6,1,2,3,7,,5,6,2,3,30,30200,11,11740,43,43110,4,4,2,2,2,6,4,6,충청북도,대전,자녀 동반 여행,2023-06-26~2023-06-26,6,1,2,2
g006725,11,여,20,6,1,1,1,3,,5,,2,2,41,41110,42,42150,42,42170,6,3,2,1,1,7,7,7,서울특별시,전남,2인 가족 여행,2023-08-19~2023-08-20,8,1,3,1
g012697,29,남,60,5,1,2,3,8,,7,9,2,2,46,46110,48,48840,30,30200,2,4,6,4,4,6,4,4,광주광역시,전남,나홀로 여행,2023-09-28~2023-09-28,1,8,6,0
g012280,30,여,20,8,2,1,1,3,,5,,3,4,42,42150,26,26500,47,47130,2,2,2,2,2,6,6,6,대전광역시,전북,나홀로 여행,2023-09-15~2023-09-15,1,7,2,0
g002704,29,남,30,6,1,1,5,3,,4,8,3,6,46,46870,11,11260,41,41190,6,2,4,2,2,6,6,2,광주광역시,전남,3인 이상 여행(가족 외),2023-06-24~2023-06-25,1,2,8,3
g000729,42,남,30,6,1,1,1,2,,5,,3,3,46,46730,46,46820,42,42210,2,4,4,5,3,4,6,6,강원도,대전,나홀로 여행,2023-05-21~2023-05-22,1,7,5,0
g001147,41,남,30,6,1,1,1,4,,4,,1,4,42,42210,42,42720,45,45110,7,1,1,1,1,7,7,7,경기도,전북,나홀로 여행,2023-06-06~2023-06-07,6,5,,0
g005583,29,남,30,6,1,1,3,2,,4,7,2,3,46,46150,46,46130,41,41110,2,1,2,2,6,2,1,6,광주광역시,전남,2인 여행(가족 외),2023-08-14~2023-08-14,2,3,1,1
g012864,46,여,60,4,1,2,2,11,,1,4,2,3,46,46150,48,48170,45,45110,5,5,3,3,5,2,2,6,전라남도,광주,2인 가족 여행,2023-09-23~2023-09-23,2,1,3,1
g000206,41,남,40,4,1,1,1,8,,3,,2,1,42,42150,41,41110,46,46130,1,2,1,4,6,1,3,6,경기도,광주,나홀로 여행,2023-05-19~2023-05-22,7,6,1,0
g012351,44,남,40,6,1,2,4,3,,6,6,2,2,44,44825,45,45110,42,42130,2,4,1,6,5,4,2,5,서울특별시,충남,자녀 동반 여행,2023-09-09~2023-09-09,3,1,8,2
g004309,41,남,30,4,1,1,11,4,,3,3,3,2,41,41360,42,42110,41,41630,4,3,3,2,3,3,5,7,경기도,광주,2인 여행(가족 외),2023-07-24~2023-07-25,9,3,5,1
g013038,29,남,20,6,1,1,3,2,,4,6,1,2,46,46710,46,46720,46,46150,1,7,3,2,2,1,3,7,광주광역시,전남,3인 이상 여행(가족 외),2023-09-28~2023-09-28,1,5,3,2
g006092,41,여,40,6,1,4,4,3,,5,7,4,1,41,41820,42,42210,50,50110,4,2,4,2,6,6,2,6,경기도,충남,2인 여행(가족 외),2023-08-17~2023-08-18,3,2,6,1
g010458,36,남,30,6,1,1,1,3,,6,,2,1,42,42210,41,41820,50,50110,2,3,3,3,3,5,6,5,세종특별자치시,충남,2인 여행(가족 외),2023-08-26~2023-08-26,1,3,2,1
g001947,30,남,30,5,1,2,2,2,,4,6,3,5,50,50110,45,45110,11,11680,4,1,4,4,1,1,7,4,대전광역시,전북,3인 이상 여행(가족 외),2023-06-24~2023-06-25,3,1,10,3
g003145,11,남,30,6,1,2,2,3,,6,11,2,2,42,42130,41,41820,41,41360,2,2,2,3,3,2,4,3,서울특별시,충북,부모 동반 여행,2023-06-24~2023-06-25,2,3,1,3
g009503,11,여,40,7,1,2,5,3,,5,7,4,1,41,41460,41,41480,42,42150,3,3,2,3,4,6,2,5,서울특별시,대전,자녀 동반 여행,2023-09-02~2023-09-02,3,8,1,1
g000703,11,여,20,6,1,1,1,3,,8,,3,3,46,46150,42,42150,42,42760,2,3,1,6,7,1,2,1,서울특별시,전남,나홀로 여행,2023-05-28~2023-05-29,6,1,5,0
g006730,41,여,20,6,1,1,3,4,,4,6,3,3,47,47130,45,45110,41,41110,5,4,3,5,5,5,3,5,경기도,전남,2인 여행(가족 외),2023-08-23~2023-08-24,3,2,1,1
g001371,47,여,40,7,1,2,3,4,,5,7,2,2,47,47130,47,47730,27,27260,5,6,6,6,6,6,6,6,경상북도,충북,자녀 동반 여행,2023-05-28~2023-05-28,8,1,3,2
g001963,44,남,50,6,1,2,2,2,,5,8,2,12,42,42210,44,44825,48,48310,4,6,4,4,5,4,4,5,충청남도,충남,2인 여행(가족 외),2023-06-10~2023-06-10,2,1,6,1
g006102,36,여,30,8,1,2,3,2,,3,6,3,5,47,47130,46,46150,50,50130,2,4,3,5,2,4,3,2,세종특별자치시,충북,자녀 동반 여행,2023-08-15~2023-08-16,1,3,2,2
g000405,11,여,20,6,1,1,1,2,,5,,2,2,45,45110,42,42110,29,29110,2,2,2,2,2,6,6,7,서울특별시,전북,나홀로 여행,2023-05-22~2023-05-25,1,2,4,0
g005573,30,남,40,6,5,2,3,2,,1,7,2,3,45,45110,50,50130,30,30110,4,4,1,3,7,7,1,7,대전광역시,충북,자녀 동반 여행,2023-08-13~2023-08-13,1,3,5,2
g012656,29,여,50,6,1,2,3,2,,7,9,2,1,46,46150,46,46720,46,46770,3,3,2,4,4,3,5,4,광주광역시,전남,자녀 동반 여행,2023-09-24~2023-09-24,4,1,8,2
g001003,11,여,20,6,1,1,1,3,,4,,3,6,11,11110,11,11680,42,42150,2,2,2,6,4,2,7,5,서울특별시,대전,나홀로 여행,2023-05-27~2023-05-29,2,4,1,0
e000668,43,여,30,5,4,2,4,4,,2,7,2,1,42,42150,45,45800,42,42210,2,1,6,3,4,5,2,6,서울특별시,인천,3대 동반 여행(친척 포함),2023-05-20~2023-05-20,9,3,,5
g000779,29,여,40,6,1,2,2,4,,5,8,3,5,43,43110,46,46110,46,46130,4,4,4,4,4,4,4,4,광주광역시,전남,3인 이상 여행(가족 외),2023-06-02~2023-06-03,3,2,1,2
g006201,11,여,20,6,1,1,1,3,,4,,2,1,42,42170,43,43110,42,42150,1,1,1,6,7,1,5,7,서울특별시,충북,나홀로 여행,2023-08-13~2023-08-15,5,2,1,0
g006152,45,여,20,6,2,1,5,12,,3,5,3,5,26,26200,46,46130,42,42210,5,3,2,5,6,3,6,5,전라북도,전남,부모 동반 여행,2023-08-14~2023-08-15,3,7,1,4
g004401,41,여,30,6,5,1,3,3,,4,6,2,1,42,42760,46,46130,26,26200,1,2,2,5,5,2,2,5,경기도,대전,3인 이상 여행(가족 외),2023-07-26~2023-07-26,2,1,3,2
g011949,45,여,50,6,1,2,4,11,,1,4,3,1,46,46150,46,46130,42,42110,4,2,1,2,4,4,3,5,전라북도,대전,자녀 동반 여행,2023-09-14~2023-09-14,3,6,1,2
g000696,41,여,20,6,1,1,1,3,,4,,3,3,50,50130,46,46130,42,42150,7,2,1,6,7,7,1,7,경기도,대전,나홀로 여행,2023-05-20~2023-05-21,1,7,10,0
g003034,11,남,30,6,1,2,2,2,,5,7,1,1,41,41360,42,42150,11,11350,1,7,1,1,5,2,1,7,서울특별시,대전,2인 가족 여행,2023-07-08~2023-07-08,2,1,6,1
g010840,45,남,20,4,1,1,1,12,,1,,4,2,50,50110,11,11110,26,26350,7,1,1,1,7,6,2,6,전라북도,전남,2인 여행(가족 외),2023-09-02~2023-09-02,7,3,1,1
g000672,11,남,40,6,1,2,4,2,,5,8,2,3,42,42210,43,43150,28,28720,3,2,3,4,6,3,2,2,서울특별시,충남,자녀 동반 여행,2023-05-21~2023-05-23,3,8,1,3
g011537,41,여,30,6,1,1,1,2,,4,,2,3,43,43130,41,41550,43,43770,2,4,1,4,2,1,7,3,경기도,충북,나홀로 여행,2023-09-16~2023-09-16,7,1,10,0
g001964,11,여,40,6,1,1,2,2,,5,6,2,1,46,46130,30,30200,41,41150,7,4,3,4,5,3,5,5,서울특별시,전남,나홀로 여행,2023-06-09~2023-06-10,8,1,7,0
g011502,41,여,30,6,2,2,3,1,,8,10,2,3,42,42150,44,44770,28,28710,2,2,1,1,6,2,1,7,경기도,충남,자녀 동반 여행,2023-09-03~2023-09-03,8,7,3,2
g002907,29,남,30,4,1,1,2,3,,4,4,3,8,46,46110,26,26470,50,50130,6,2,2,1,4,6,1,3,광주광역시,전남,2인 여행(가족 외),2023-06-18~2023-06-18,2,1,3,1
g004205,30,남,20,6,1,1,2,3,,5,8,2,2,27,27710,26,26350,45,45110,2,1,1,6,6,1,1,7,대전광역시,전북,2인 여행(가족 외),2023-07-14~2023-07-15,3,1,8,1
g007789,46,남,20,6,1,1,2,13,,1,3,2,1,50,50130,26,26170,11,11680,7,2,2,4,2,2,6,6,전라남도,전남,2인 여행(가족 외),2023-08-26~2023-08-26,1,3,2,1
g003535,41,남,40,6,1,2,2,3,,8,11,2,2,50,50130,42,42150,26,26350,4,1,1,4,4,3,3,3,경기도,대전,2인 여행(가족 외),2023-07-22~2023-07-23,1,7,3,1
g007347,45,남,40,7,1,2,4,2,,7,12,2,2,46,46710,46,46130,11,11110,6,6,2,6,6,6,2,6,전라북도,전남,나홀로 여행,2023-08-27~2023-08-27,1,2,8,0
g001154,47,여,30,5,1,2,4,3,,3,5,2,1,50,50130,45,45190,46,46710,2,3,1,1,4,1,1,7,경상북도,충북,자녀 동반 여행,2023-06-03~2023-06-04,5,8,7,3
g002912,11,남,20,6,1,1,1,12,,1,,4,1,42,42150,44,44270,46,46150,1,1,1,5,3,1,7,3,서울특별시,대전,2인 여행(가족 외),2023-07-08~2023-07-09,1,3,7,1
g000777,29,남,30,6,1,2,3,4,,4,6,2,1,29,29200,29,29140,46,46710,4,4,4,4,4,4,4,4,광주광역시,전남,나홀로 여행,2023-05-25~2023-05-25,1,5,6,0
g003137,41,여,20,5,1,1,4,12,,2,6,3,1,30,30140,26,26350,50,50110,4,6,2,3,4,6,2,6,경기도,대전,2인 여행(가족 외),2023-06-28~2023-06-28,3,1,2,1
g011207,41,여,30,6,1,1,1,2,,6,,1,1,41,41110,11,11680,28,28710,2,4,2,2,4,2,6,7,경기도,충남,2인 여행(가족 외),2023-09-09~2023-09-09,7,3,1,1
g008402,43,여,50,4,1,4,3,5,,1,1,2,3,42,42150,26,26350,45,45110,6,6,6,6,6,6,6,4,충청북도,전북,3인 이상 여행(가족 외),2023-08-25~2023-08-25,9,3,2,2
g012624,41,여,40,5,4,1,3,4,,5,9,3,6,50,50110,41,41290,11,11215,2,6,2,3,2,3,2,4,경기도,충남,나홀로 여행,2023-09-16~2023-09-16,7,1,2,0
g000308,45,여,20,6,1,1,4,2,,4,9,2,1,45,45110,50,50130,26,26500,3,3,3,4,5,3,3,5,전라북도,전북,부모 동반 여행,2023-05-27~2023-05-28,3,1,2,4
g006468,41,여,30,6,1,1,3,12,,2,5,3,2,42,42150,50,50110,11,11440,3,2,3,2,5,6,7,4,경기도,충남,2인 여행(가족 외),2023-08-28~2023-08-28,7,3,1,1
g011950,11,여,30,6,1,1,1,3,,5,,3,10,28,28710,26,26350,50,50110,6,2,1,4,3,3,6,6,서울특별시,대전,나홀로 여행,2023-09-13~2023-09-13,2,5,1,0
g002465,11,여,50,6,1,2,2,2,,4,6,2,2,47,47150,50,50130,42,42210,2,4,2,4,5,5,3,5,서울특별시,전북,2인 가족 여행,2023-06-23~2023-06-24,3,1,7,1
g000003,41,남,30,6,1,1,4,3,,4,7,3,6,42,42150,50,50110,28,28720,2,3,4,3,5,2,6,5,경기도,전북,3인 이상 여행(가족 외),2023-04-30~2023-05-01,3,2,7,3
g007163,41,여,30,6,1,1,1,3,,4,,3,2,50,50130,26,26290,41,41480,4,5,3,1,4,2,6,4,경기도,충남,나홀로 여행,2023-08-19~2023-08-19,2,7,1,0
g002207,30,남,50,5,1,1,1,3,,5,,2,2,30,30200,11,11680,50,50110,1,1,1,2,2,2,2,6,충청남도,전북,3인 이상 여행(가족 외),2023-06-18~2023-06-19,1,2,3,3
g010601,26,남,40,8,5,1,1,2,,6,,2,1,50,50130,11,11680,48,48840,2,3,2,1,1,1,7,1,부산광역시,전북,2인 여행(가족 외),2023-09-04~2023-09-04,1,7,3,1
g002806,11,여,20,4,1,1,4,12,,2,10,2,1,42,42150,42,42210,50,50130,4,2,2,6,6,3,4,3,서울특별시,광주,나홀로 여행,2023-07-08~2023-07-09,8,1,4,0
g001868,27,남,40,7,2,1,1,12,,4,,2,2,48,48120,31,31710,50,50110,4,4,2,3,6,2,2,6,대구광역시,충북,3인 이상 여행(가족 외),2023-06-04~2023-06-05,3,7,5,2
g004101,11,남,50,6,1,2,4,1,,6,8,3,4,50,50110,48,48220,46,46110,1,1,2,1,2,2,2,3,서울특별시,전북,자녀 동반 여행,2023-08-05~2023-08-06,1,3,2,3
g011764,28,여,50,6,1,1,4,3,,3,6,3,4,42,42210,47,47130,46,46710,1,4,3,4,3,5,3,3,인천광역시,충남,2인 여행(가족 외),2023-09-12~2023-09-12,2,3,8,1
g009931,11,여,20,4,1,1,3,4,,3,7,3,2,42,42150,50,50130,41,41110,3,2,2,1,5,6,3,7,서울특별시,대전,2인 여행(가족 외),2023-08-25~2023-08-25,1,7,5,1
g006057,41,남,30,6,1,1,1,4,,5,,3,10,42,42150,46,46230,50,50130,2,2,1,2,6,2,4,6,경기도,전남,2인 여행(가족 외),2023-08-27~2023-08-29,1,2,3,1
g012478,11,여,40,6,1,2,4,3,,3,6,2,2,42,42830,42,42760,41,41820,2,1,3,6,4,6,6,6,서울특별시,충북,자녀 동반 여행,2023-09-17~2023-09-17,1,3,8,3
g000754,47,여,50,6,1,2,4,2,,5,10,4,5,50,50110,42,42150,26,26350,1,3,2,3,1,3,4,3,경상북도,전남,3인 이상 여행(가족 외),2023-06-03~2023-06-06,3,2,7,3
g002164,41,남,20,6,1,1,1,3,,6,,3,3,50,50130,11,11680,26,26350,3,2,2,2,5,3,2,3,경기도,충북,2인 여행(가족 외),2023-06-17~2023-06-18,7,1,3,1
g000701,29,남,30,6,1,1,1,3,,4,,3,5,46,46710,44,44200,44,44130,2,2,2,2,5,3,6,6,광주광역시,전남,3인 이상 여행(가족 외),2023-05-20~2023-05-21,2,,,1
g010847,36,여,30,6,2,1,1,12,,2,,4,2,11,11440,28,28185,41,41460,4,2,1,2,4,6,6,4,세종특별자치시,대전,2인 여행(가족 외),2023-08-31~2023-08-31,1,3,5,1
g002995,41,여,20,6,1,1,6,3,,3,12,2,1,41,41190,41,41830,42,42150,1,1,2,5,1,2,1,7,경기도,전북,나홀로 여행,2023-06-29~2023-06-30,7,5,1,0
g007404,41,남,30,6,1,1,4,3,,4,10,3,3,26,26350,42,42150,45,45110,3,4,2,5,6,3,3,5,경기도,충북,나홀로 여행,2023-08-27~2023-08-27,1,7,8,0
g000314,41,여,40,5,1,2,4,3,,5,9,3,4,42,42210,50,50130,26,26350,1,1,4,1,1,4,2,4,서울특별시,광주,부모 동반 여행,2023-05-19~2023-05-20,9,1,7,3
g013087,45,여,20,6,2,1,5,12,,1,11,3,6,46,46130,46,46820,30,30140,2,3,3,3,5,3,3,3,전라북도,전북,부모 동반 여행,2023-09-27~2023-09-27,6,3,8,3
g001656,41,여,30,4,1,1,6,4,,3,10,3,1,50,50110,45,45110,42,42150,4,1,4,4,1,4,4,7,경기도,대전,나홀로 여행,2023-05-31~2023-06-01,1,2,10,0
g002583,41,여,20,6,2,1,1,12,,3,,3,8,47,47130,26,26350,42,42170,3,1,1,3,6,1,1,7,경기도,전남,나홀로 여행,2023-06-19~2023-06-20,2,4,1,0
g011188,36,남,20,6,1,1,3,12,,1,9,2,2,50,50130,42,42830,26,26170,3,2,2,4,2,5,6,4,세종특별자치시,대전,2인 여행(가족 외),2023-09-13~2023-09-13,3,1,4,1
g004294,45,남,30,6,1,1,5,12,,2,9,2,1,50,50130,42,42150,26,26500,2,2,1,2,4,6,1,5,전라북도,충남,3인 이상 여행(가족 외),2023-07-21~2023-07-22,2,7,1,2
g000848,36,여,40,4,1,1,1,3,,4,,2,2,43,43720,43,43760,43,43745,1,6,1,4,2,6,1,6,세종특별자치시,충북,나홀로 여행,2023-05-28~2023-05-28,4,1,6,0
g004438,36,여,20,5,3,1,4,12,,1,5,3,2,30,30200,11,11560,26,26140,7,3,5,3,3,5,6,3,세종특별자치시,대전,나홀로 여행,2023-07-28~2023-07-29,8,2,5,0
g006096,30,여,30,6,1,1,2,3,,3,5,2,2,43,43150,50,50130,31,31710,1,7,1,7,1,7,1,1,대전광역시,충북,2인 여행(가족 외),2023-08-12~2023-08-12,7,2,5,1
g011829,43,여,60,5,1,2,2,13,,5,9,2,2,42,42210,43,43800,48,48840,2,2,1,2,4,4,1,6,충청북도,충북,3인 이상 여행(가족 외),2023-09-15~2023-09-15,1,3,2,2
g004993,29,여,50,6,1,4,2,3,,4,5,3,3,46,46710,50,50130,46,46800,4,4,4,4,4,4,4,4,광주광역시,전남,3인 이상 여행(가족 외),2023-08-06~2023-08-06,3,8,1,2
g006020,28,여,20,5,1,1,5,3,,4,10,3,3,50,50110,42,42210,47,47130,1,1,1,3,6,4,2,7,인천광역시,충북,2인 여행(가족 외),2023-08-12~2023-08-14,3,1,7,1
g006378,11,여,30,7,5,1,1,3,,5,,2,3,42,42830,42,42210,41,41820,2,1,1,6,2,6,1,6,서울특별시,대전,3인 이상 여행(가족 외),2023-08-13~2023-08-13,7,1,3,2
g008520,41,여,40,6,1,2,2,2,,1,5,2,1,11,11200,41,41110,41,41460,2,5,5,4,6,4,5,5,경기도,전북,2인 가족 여행,2023-08-23~2023-08-25,3,2,1,1
g002993,45,여,20,7,2,1,1,12,,3,,2,2,27,27140,45,45110,11,11710,7,1,2,1,1,5,7,1,전라북도,충북,3인 이상 여행(가족 외),2023-07-01~2023-07-02,9,1,3,8
g006859,44,남,20,6,1,1,5,2,,1,7,3,3,46,46110,43,43150,43,43800,1,4,2,4,2,2,4,2,충청남도,광주,3인 이상 여행(가족 외),2023-08-17~2023-08-18,8,1,2,2
g007230,11,남,20,4,1,1,4,12,,1,5,3,2,42,42150,45,45210,42,42760,2,2,2,5,3,6,1,7,서울특별시,전남,2인 여행(가족 외),2023-08-22~2023-08-24,5,7,1,1
g002460,27,여,50,7,1,4,1,2,,4,,2,2,47,47110,31,31140,45,45110,2,6,4,4,4,2,4,7,대구광역시,전남,2인 여행(가족 외),2023-06-24~2023-06-25,2,4,5,1
g005398,11,남,20,6,1,1,2,3,,3,4,3,3,41,41190,26,26350,47,47130,2,2,1,1,6,6,2,6,서울특별시,전북,2인 여행(가족 외),2023-09-02~2023-09-03,1,3,7,1
g003511,26,여,40,6,1,1,1,4,,4,,3,5,26,26500,50,50110,11,11680,5,3,3,5,5,5,6,6,부산광역시,전북,2인 여행(가족 외),2023-07-03~2023-07-04,3,2,1,1
g000298,11,남,40,6,1,1,4,5,,4,8,3,4,47,47110,42,42230,50,50110,1,2,2,3,5,2,6,6,서울특별시,충남,3인 이상 여행(가족 외),2023-05-26~2023-05-28,3,2,1,2
g012155,27,여,20,6,1,1,4,3,,5,11,2,1,26,26260,27,27290,11,11290,5,2,3,3,2,3,1,6,대구광역시,전북,2인 여행(가족 외),2023-09-09~2023-09-09,7,3,5,1
g007416,29,남,40,6,1,2,3,3,,6,10,2,3,46,46710,26,26200,27,27260,2,3,2,3,5,2,5,3,광주광역시,전남,2인 가족 여행,2023-08-24~2023-08-24,1,2,3,1
g002130,11,여,40,4,1,2,7,3,,3,7,3,4,41,41820,26,26350,44,44825,4,1,1,2,4,2,2,7,서울특별시,충남,3대 동반 여행(친척 포함),2023-06-25~2023-06-26,2,1,3,7
g002705,29,여,20,6,1,1,4,13,,1,8,2,1,50,50130,26,26350,11,11680,2,3,1,2,2,4,7,6,광주광역시,전북,3인 이상 여행(가족 외),2023-07-07~2023-07-08,3,1,,2
g002784,45,남,30,6,1,1,1,7,,4,,3,4,26,26710,45,45110,48,48120,2,2,6,6,2,6,6,4,전라북도,충남,2인 여행(가족 외),2023-07-03~2023-07-04,1,7,3,1
g000319,28,여,20,6,1,1,4,3,,4,12,2,1,42,42210,11,11680,26,26530,2,4,4,4,4,4,4,7,인천광역시,전북,2인 가족 여행,2023-05-27~2023-05-28,2,1,,1
g001920,45,여,30,6,1,1,2,2,,4,5,2,3,50,50130,50,50110,42,42150,1,4,2,2,2,2,5,7,전라북도,전북,자녀 동반 여행,2023-06-04~2023-06-04,5,1,3,3
g011526,30,여,20,6,1,1,1,3,,5,,3,5,45,45110,11,11110,31,31140,3,2,2,2,3,4,2,2,대전광역시,충북,2인 여행(가족 외),2023-09-16~2023-09-16,2,3,1,1
g002120,30,남,50,6,1,2,4,13,,8,8,1,1,42,42210,42,42720,42,42730,7,7,4,4,7,7,7,4,대전광역시,충남,2인 가족 여행,2023-06-10~2023-06-10,1,9,3,1
g011448,41,여,50,6,1,2,3,2,,3,8,2,2,45,45130,48,48240,42,42110,6,4,6,2,4,5,1,4,경기도,전북,2인 가족 여행,2023-09-16~2023-09-16,1,3,4,1
g004004,48,여,20,6,5,1,3,10,,4,10,2,1,46,46130,27,27170,30,30110,2,1,1,3,5,3,1,7,경상남도,대전,2인 여행(가족 외),2023-07-22~2023-07-23,1,3,2,1
g012989,36,여,60,5,1,2,3,11,,1,9,2,2,42,42150,50,50130,46,46730,2,4,1,4,4,2,2,4,세종특별자치시,충남,2인 가족 여행,2023-09-24~2023-09-24,8,,,1
g004630,41,여,20,6,2,1,4,12,,2,9,3,3,50,50130,26,26350,42,42150,2,2,2,2,2,6,2,6,경기도,전북,2인 가족 여행,2023-08-04~2023-08-05,2,1,3,1
g007792,29,남,30,8,2,1,1,2,,8,,2,1,42,42150,50,50130,11,11680,2,2,2,2,4,2,6,7,광주광역시,전남,부모 동반 여행,2023-08-20~2023-08-20,3,2,1,2
g008603,28,여,30,6,1,1,4,2,,5,7,3,5,50,50110,42,42830,42,42150,2,5,5,1,2,2,5,5,인천광역시,충남,나홀로 여행,2023-08-26~2023-08-26,4,1,2,0
g005579,30,남,30,6,1,1,2,3,,4,7,2,1,43,43110,50,50130,27,27710,6,4,4,4,2,4,6,6,대전광역시,세종,2인 가족 여행,2023-08-27~2023-08-27,3,2,1,1
g000938,47,여,50,6,1,2,5,11,,1,6,3,5,11,11680,41,41460,50,50110,6,2,2,4,6,6,3,6,경상북도,전남,자녀 동반 여행,2023-05-27~2023-05-27,3,7,1,9
g011971,36,남,50,6,1,4,4,3,,6,11,4,6,50,50110,50,50130,30,30200,4,4,4,2,4,4,2,2,세종특별자치시,대전,자녀 동반 여행,2023-09-17~2023-09-17,8,7,3,1
g011677,11,여,20,4,1,1,1,12,,1,,3,4,30,30140,50,50130,46,46150,4,5,2,2,3,3,5,5,서울특별시,대전,나홀로 여행,2023-09-22~2023-09-22,1,2,10,0
g006142,41,여,20,6,1,1,3,12,,2,5,3,3,30,30140,42,42150,29,29155,4,2,4,5,6,3,2,6,경기도,광주,나홀로 여행,2023-08-15~2023-08-17,1,10,7,0
g007376,36,여,20,6,1,2,1,6,,6,,2,1,50,50130,26,26200,11,11170,4,2,5,3,2,5,6,6,세종특별자치시,대전,나홀로 여행,2023-08-20~2023-08-20,10,,,0
g011687,29,남,20,6,1,1,1,12,,2,,2,1,48,48840,46,46150,46,46110,6,1,1,3,6,6,1,2,광주광역시,전남,2인 여행(가족 외),2023-09-07~2023-09-07,1,8,7,1
g000339,41,여,30,7,1,2,2,2,,3,9,2,2,42,42150,11,11680,44,44210,1,2,1,1,7,1,3,7,경기도,충남,2인 가족 여행,2023-05-20~2023-05-22,2,3,1,1
g000490,11,남,50,7,1,2,2,3,,6,7,2,1,26,26350,42,42110,44,44130,4,3,4,4,3,5,2,3,서울특별시,충북,2인 가족 여행,2023-05-25~2023-05-26,3,8,7,1
g008224,11,여,40,6,1,1,2,4,,3,4,3,2,30,30140,27,27170,44,44210,4,4,5,4,2,6,2,4,서울특별시,대전,2인 여행(가족 외),2023-08-22~2023-08-22,3,5,10,1
g005576,11,여,30,7,1,1,3,2,,5,6,2,1,42,42210,26,26350,46,46890,2,3,2,6,3,4,6,5,서울특별시,충남,나홀로 여행,2023-08-30~2023-08-30,2,1,8,0
g002436,41,여,20,6,2,1,1,12,,3,,2,1,50,50130,45,45110,26,26350,3,2,2,3,3,2,5,5,경기도,전북,나홀로 여행,2023-06-24~2023-06-25,2,1,7,0
g009821,45,남,30,7,1,2,3,2,,5,5,2,1,11,11590,45,45790,50,50130,4,2,2,6,1,7,2,7,전라북도,전북,자녀 동반 여행,2023-08-26~2023-08-26,3,1,7,2
g010476,41,여,30,4,1,2,3,3,,4,7,2,3,42,42210,42,42830,41,41820,2,1,2,1,3,3,4,7,경기도,세종,자녀 동반 여행,2023-08-27~2023-08-27,1,6,3,2
g002560,45,남,20,6,1,1,1,3,,3,,2,1,42,42150,46,46710,45,45110,6,3,2,7,7,6,2,7,전라북도,전북,2인 여행(가족 외),2023-07-01~2023-07-02,7,5,3,1
g013066,43,남,40,4,1,1,6,8,,5,10,3,6,26,26350,11,11680,50,50110,7,2,6,2,2,4,3,3,충청북도,충남,3대 동반 여행(친척 포함),2023-09-28~2023-09-28,1,2,3,3
g003485,11,여,30,6,1,1,2,2,,6,9,3,5,50,50110,27,27290,42,42150,4,4,2,2,2,5,2,6,서울특별시,충남,3인 이상 여행(가족 외),2023-06-30~2023-07-01,3,1,9,5
g003252,45,남,40,6,1,1,1,5,,4,,3,3,50,50130,47,47170,26,26350,1,1,1,7,1,1,1,5,전라북도,전북,나홀로 여행,2023-07-03~2023-07-04,2,1,4,0
